manual_keys,index_column,en,cs,fr,de_en,de_cz,es,generated_keys,best_match_performed,best_match_found,en_copy,best_match_matchedTranslation,best_match_rating,best_match_keys,best_match_bestMatchIndex,best_match_in_not_found
,86,"""My life is all about learning new things."" Is that you?","""Mùj ivot je hlavnì o uèení se novım vìcem."" Jste to Vy?","""Ma vie consiste ? apprendre de nouvelles choses."" Est-ce vous?","""In meinem Leben geht es darum, neue Dinge zu lernen."" Sind Sie das?","""In meinem Leben geht es darum, neue Dinge zu lernen."" Bist du es?","""Mi vida se trata de aprender cosas nuevas"". ?Eres tu?",dict.questions.self_developer_01,,,"""My life is all about learning new things."" Is that you?",,,,,
,87,"""Stop moaning! Look how beautiful it is."" Do you also seek positivity?","""Pøestaò naøíkat! Podívej, jak je to krásné."" Také se na všem snaíte vidìt to pozitivní?","Arr?tez de vous plaindre! Regardez comme c'est beau."" Essayez-vous également de voir le côté positif des choses ?","""Hör auf zu stöhnen! Schau wie schön es ist."" Suchen Sie auch nach Positivität?","""Hör auf zu klagen! Schau wie schön es ist."" Versuchen Sie auch, das Positive über alles zu sehen?","""?Deja de gemir! Mira lo hermoso que es"". ?También buscas positividad?",dict.questions.positive_01,,,"""Stop moaning! Look how beautiful it is."" Do you also seek positivity?",,,,,
dict.questions.responsible_01,88,"""When I say I commit to it, I commit to it. You bet I'm reliable.""","""Kdy øeknu, e se k tomu zaváu, tak se k tomu zaváu. Na mì je spolehnutí.""","""Quand je dis que je m'en occupe, Je m'en occupe. Bien s?r que je suis fiable.""","""Wenn ich sage, ich verpflichte mich dafür. Ich wette, ich bin verantwortlich.""","""Wenn ich sage, dass ich mich dafür verpflichte, verpflichte ich mich dafür. Ich entlaste mich.""","""Cuando digo que me comprometo, me comprometo con eso. Apuesto a que soy responsable"".",,Performed,Found,"""When I say I commit to it, I commit to it. You bet I'm reliable.""","""When I say I commit to it, I commit to it. You bet I'm responsible.""",0.895238095,dict.questions.responsible_01,104,dict.questions.responsible_01
,89,"""I know I can do great things. I strongly believe in myself!""","""Vím, e je schopnı skvìlıch vìcí. Pevnì v sebe ??vìøím!""","""Je sais que je peux faire de grandes choses. Je crois fermement en moi!""","""Ich weiß, ich kann großartige Dinge tun. Ich glaube fest an mich selbst!""","""Ich weiß, dass sie zu großartigen Dingen fähig ist. Ich glaube an mich selbst!""","""Sé que puedo hacer grandes cosas. ?Creo firmemente en mí mismo!""",dict.questions.self_believer_01,,,"""I know I can do great things. I strongly believe in myself!""",,,,,
,90,"""We simply need to solve this. No issue will be swept under the rug!""","""Prostì to musíme vyøešit. ádnı problém nebude zameten pod koberec!""","""Nous devons simplement résoudre ce probl?me. Rien ne sera balayé sous le tapis!""","""Wir müssen dies einfach lösen. Es wird kein Problem unter den Teppich gefegt!""","""Wir müssen es nur lösen. Kein Problem wird unter den Teppich gefegt!""","""Simplemente necesitamos resolver esto. ?Ningún problema será barrido debajo de la alfombra!""",dict.questions.solver_01,,,"""We simply need to solve this. No issue will be swept under the rug!""",,,,,
,91,"I often ask - ""What if?"" Do you naturally consider consequences and apply strategic thinking?",Èasto se ptám - „Co kdy?“ Zvaujete pøirozenì dùsledky a pouíváte strategické myšlení?,"Je me demande souvent -"" Et si?"" Considérez-vous naturellement les conséquences et appliquez-vous une réflexion stratégique?","Ich frage oft: ""Was wäre, wenn?"" Betrachten Sie natürlich Konsequenzen und wenden Sie strategisches Denken an?","Ich frage oft: ""Was wäre wenn?"" Betrachten Sie natürlich die Konsequenzen und verwenden strategisches Denken?","A menudo pregunto: ""?Y si?"" ?Naturalmente considera las consecuencias y aplica el pensamiento estratégico?",dict.questions.strategist_01,,,"I often ask - ""What if?"" Do you naturally consider consequences and apply strategic thinking?",,,,,
dict.questions.intellectual_01,92,"""I enjoy thinking about various things."" Does that sound like you?","""Rád pøemıšlím nad rùznımi vìcmi."" Zní to jako Vy?","""J'aime penser ? diverses choses."" Est-ce que cela vous ressemble?","""Egal worauf es geht, ich denke gerne darüber nach."" Klingt das wie du?","""Ich denke gerne über verschiedene Dinge nach."" Klingt das wie du?","""No importa de qué se trata, disfruto pensando en ello"". ?Eso suena como tú?",,Performed,Found,"""I enjoy thinking about various things."" Does that sound like you?","""No matter what it's about, I enjoy thinking about it."" Does that sound like you?",0.67768595,dict.questions.intellectual_01,89,dict.questions.intellectual_01
,93,"""Hey everyone, let's start!"" Does it sound like you?","„Ahoj všichni, pojïme na to vlítnout“ Zní to jako Vy?","""Salut tout le monde, on y va!"" Est-ce que cela vous ressemble?","""Hey alle, lass uns anfangen!"" Klingt es wie du?","""Hallo allerseits, lass uns darauf eingehen"" klingt wie du?","""?Hola a todos, comencemos!"" ?Suena como tú?",dict.questions.initiator_02,,,"""Hey everyone, let's start!"" Does it sound like you?",,,,,
,94,"""No matter what the situation is, I just fit in and adapt.""","""Bez ohledu na to, jaká je situace, jednoduše se pøizpùsobím.""","""Quelle que soit la situation, j'adh?re et m'adapte.""","""Egal wie die Situation ist, ich passe mich einfach an und passe mich an.""","""Egal wie die Situation ist, ich passe mich einfach an.""","""No importa cuál sea la situación, simplemente encajo y adapto"".",dict.questions.flexible_02,,,"""No matter what the situation is, I just fit in and adapt.""",,,,,
,95,"""Analyzing things comes easily to me.""","""Analyzování rùznıch vìcí mi jde obyèejnì snadno.""","""Analyser les choses est facile pour moi.""","""Die Analyse von Dingen kommt mir leicht.""","""Die Analyse verschiedener Dinge ist normalerweise einfach zu tun.""","""Analizar las cosas es fácil para mí"".",dict.questions.analyser_02,,,"""Analyzing things comes easily to me.""",,,,,
,96," ""I believe in my values. They are a central part of who I am."""," ""Vìøím ve své hodnoty. Utváøí to, kım jsem.""","""Je crois en mes valeurs. Elles me définissent."""," ""Ich glaube an meine Werte. Sie sind ein zentraler Teil dessen, wer ich bin."""," ""Ich glaube an meinen Wert. Es schafft, wer ich bin."""," ""Creo en mis valores. Son una parte central de lo que soy"".",,Performed,Found," ""I believe in my values. They are a central part of who I am.""","""I believe in my values. They are a central part of who I am.""",1,dict.questions.believer_02,63,
dict.questions.ideamaker_02,97,"""Let's sit down and think this all the way through. Let me share my ideas with you, guys."" ","„Posaïme se a promysleme to. Rád Vám k tomu øeknu, co mì napadlo.“","""Posons-nous et réfléchissons-y. Permettez-moi de partager mes idées avec vous.""","""Lass uns hinsetzen und das den ganzen Weg durchdenken. Lassen Sie mich meine Ideen mit Ihnen teilen, Jungs.""","„Lass uns darüber nachdenken. Ich werde Ihnen gerne sagen, woran ich dachte. “","""Sentémonos y pensemos esto hasta el final. Déjame compartir mis ideas con ustedes, muchachos"".",,Performed,Found,"""Let's sit down and think this all the way through. Let me share my ideas with you, guys."" ","""Let's sit down and think this all the way through. Let me share my ideas with you, guys."" Is that you?",0.935064935,dict.questions.ideamaker_02,84,dict.questions.ideamaker_02
,98,"""Yes, I love to listen to people and give feedback."" I am a born coach!","""Ano, rád poslouchám lidi a dávám zpìtnou vazbu."" Jsem rozenı kouè!","""Oui j'adore écouter les gens et leur donner mon avis."" Je suis né coach.","""Ja, ich liebe es, Menschen zuzuhören und Feedback zu geben."" Ich bin ein geborener Trainer!","""Ja, ich höre gerne Leute zu und gebe Feedback."" Ich bin ein geborener Trainer!","""Sí, me encanta escuchar a la gente y dar comentarios"". ?Soy un entrenador nacido!",dict.questions.coach_02,,,"""Yes, I love to listen to people and give feedback."" I am a born coach!",,,,,
,99,"""I love to be in charge, and I have no problem speaking up!""","""Rád mám rùzné vìci na starost a nedìlá mi problém si je obhájit""","""J'adore ?tre responsable des choses, et les défendre!","""Ich liebe es, verantwortlich zu sein, und ich habe kein Problem damit, sich zu äußern!""","""Ich nehme gerne verschiedene Dinge verantwortlich und habe kein Problem, um sie zu verteidigen.""","""Me encanta estar a cargo, ?y no tengo problemas para hablar!""",dict.questions.leader_02,,,"""I love to be in charge, and I have no problem speaking up!""",,,,,
dict.questions.communicator_02,100,"""Storyteller is my middle name :-)""","""Mım druhım jménem je vypravìè :-)""","""Orateur est mon deuxi?me prénom :-)""","""Geschichtenerzähler ist mein zweiter Vorname :-)""","""Mein zweiter Name ist der Erzähler :-)""","""El narrador es mi segundo nombre :-)""",,Performed,Found,"""Storyteller is my middle name :-)""","""Storyteller is my middle name.""",0.892857143,dict.questions.communicator_02,72,dict.questions.communicator_02
,101,"""Where is the contest? I want to be there and win!""","""Kde je nìjaká soutì? Chci se jí zúèastnit a vyhrát!""","""O?-est la compétition? Je veux y participer et gagner!""","""Wo ist der Wettbewerb? Ich möchte dort sein und gewinnen!""","""Wo gibt es einen Wettbewerb? Ich möchte teilnehmen und gewinnen!""","""?Dónde está el concurso? ?Quiero estar allí y ganar!""",dict.questions.challenger_02,,,"""Where is the contest? I want to be there and win!""",,,,,
,102,"""We must all take care of the unity of humankind. We are all connected."" Do you feel the same?","""Všichni musíme dbát o jednotu lidstva. Všichni jsme propojeni."" Cítíte to stejné?","""Nous devons tous prendre soin de l'unité de l'humanité. Nous sommes tous connectés."" Est-ce que tu ressens la m?me chose?","""Wir müssen uns alle um die Einheit der Menschheit kümmern. Wir sind alle miteinander verbunden."" Fühlst du das gleiche?","""Wir alle müssen sich um die Einheit der Menschheit kümmern. Wir sind alle miteinander verbunden."" Fühlst du das gleiche?","""Todos debemos cuidar la unidad de la humanidad. Todos estamos conectados"". ?Sientes lo mismo?",dict.questions.mediator_02,,,"""We must all take care of the unity of humankind. We are all connected."" Do you feel the same?",,,,,
,103,"""I easily help others to find the right words to express their feelings.""","""Rád pomáhám ostatním najít ta správná slova, aby vyjádøili své pocity.""","""J'aide facilement les autres ? trouver les mots justes pour exprimer leurs sentiments.""","""Ich helfe leicht anderen, die richtigen Worte zu finden, um ihre Gefühle auszudrücken.""","""Ich mag es, anderen zu helfen, die richtigen Worte zu finden, um ihre Gefühle auszudrücken.""","""Ayudo fácilmente a otros a encontrar las palabras correctas para expresar sus sentimientos"".",dict.questions.empathizer_02,,,"""I easily help others to find the right words to express their feelings.""",,,,,
,104,"""I am obsessed with goals. If I don't set them, I am lost.""","""Jsem posedlı tím, abych mìl nastavené cíle. Pokud je nemám, jsem ztracen.""","""Je suis obsédé par les objectifs. Si je ne les établis pas, je suis perdu.""","""Ich bin besessen von Zielen. Wenn ich sie nicht setze, bin ich verloren.""","""Ich bin besessen davon, dass ich Ziele gesetzt habe. Wenn ich sie nicht habe, bin ich verloren.""","""Estoy obsesionado con los objetivos. Si no los establezco, estoy perdido"".",dict.questions.concentrated_02,,,"""I am obsessed with goals. If I don't set them, I am lost.""",,,,,
,105,"""I need structure and don't like surprises."" Is that you?","""Potøebuji, aby vìci mìly øád a nemám rád pøekvapení."" Jste to Vy?","""J'ai besoin d'un cadre et je n'aime pas les surprises."" Est-ce vous?","""Ich brauche Struktur und mag keine Überraschungen."" Sind Sie das?","""Ich brauche Dinge, um die Bestellung zu haben, und ich mag keine Überraschungen."" Bist du es?","""Necesito estructura y no me gustan las sorpresas"". ?Eres tu?",dict.questions.lover_of_order_02,,,"""I need structure and don't like surprises."" Is that you?",,,,,
,106,"""Teach me, teach me. I need to learn it all."" Are you open to learn new things?","„Nauè mì, nauè mì. Musím se to všechno nauèit.“ Jste otevøeni novım vìcem?","""Enseignez-moi, enseignez-moi. J'ai besoin de tout apprendre."" ?tes-vous ouvert ? apprendre de nouvelles choses?","""Lehre mich, lehre mich. Ich muss alles lernen."" Bist du offen, um neue Dinge zu lernen?","„Lehre mich, lehre mich. Ich muss alles lernen. “Bist du offen für neue Dinge?","""Ensé?ame, ensé?ame. Necesito aprenderlo todo"". ?Estás abierto a aprender cosas nuevas?",dict.questions.self_developer_02,,,"""Teach me, teach me. I need to learn it all."" Are you open to learn new things?",,,,,
dict.questions.positive_02,107,"""Even if it's cloudy I feel like sun is shining everywhere."" Are you an optimistic person?","""I kdy je zataeno, mám pocit, e slunce je všude kolem nás."" Jste rozenı optimista?","""M?me si le ciel est couvert, j'ai l'impression que le soleil brille partout. ""?tes-vous une personne optimiste?","""Auch wenn es wolkig ist, habe ich das Gefühl, dass Sonne überall scheint."" Bist du ein geborener Optimist?","""Auch wenn es bewölkt ist, habe ich das Gefühl, dass die Sonne überall um uns herum ist."" Bist du ein geborener Optimist?","""Incluso si está nublado, siento que el sol está brillando en todas partes"". ?Eres un optimista nacido?",,Performed,Found,"""Even if it's cloudy I feel like sun is shining everywhere."" Are you an optimistic person?","""Even if it's cloudy I feel like sun is shining everywhere."" Are you a born optimist?",0.895104895,dict.questions.positive_02,102,dict.questions.positive_02
,108,"""I accept the consequences of my actions.""","""Pøijímám dùsledky svého jednání.""","""J'accepte les conséquences de mes actes.""","""Ich akzeptiere die Konsequenzen meiner Handlungen.""","""Ich akzeptiere die Konsequenzen meiner Handlungen.""","""Acepto las consecuencias de mis acciones"".",dict.questions.responsible_02,,,"""I accept the consequences of my actions.""",,,,,
